sepal_length,sepal_width,petal_length,petal_width,sepal_length_quantile_bin,sepal_width_quantile_bin,petal_length_quantile_bin,petal_width_quantile_bin,sepal_length_uniform_bin,sepal_width_uniform_bin,petal_length_uniform_bin,petal_width_uniform_bin,sepal_length_robust_scaled,sepal_width_robust_scaled,petal_length_robust_scaled,petal_width_robust_scaled,sepal_length_max_absolute_scaled,sepal_width_max_absolute_scaled,petal_length_max_absolute_scaled,petal_width_max_absolute_scaled,sepal_length_max_min_max_scaled,sepal_width_max_min_max_scaled,petal_length_max_min_max_scaled,petal_width_max_min_max_scaled,sepal_length_logged,sepal_width_logged,petal_length_logged,petal_width_logged,sepal_length_standardized,sepal_width_standardized,petal_length_standardized,petal_width_standardized,sepal_length_binarized,sepal_width_binarized,petal_length_binarized,petal_width_binarized,sepal_length_x_sepal_width_interaction,sepal_length_plus_sepal_width_interaction,sepal_length_x_petal_length_interaction,sepal_length_plus_petal_length_interaction,sepal_length_x_petal_width_interaction,sepal_length_plus_petal_width_interaction,sepal_width_x_petal_length_interaction,sepal_width_plus_petal_length_interaction,sepal_width_x_petal_width_interaction,sepal_width_plus_petal_width_interaction,petal_length_x_petal_width_interaction,petal_length_plus_petal_width_interaction,species,species_label_encoded,species_setosa,species_versicolor,species_virginica
4.9,2.4,3.3,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,-0.5714285714285712,-1.263157894736842,-0.24285714285714302,-0.19047619047619052,0.6621621621621622,0.5454545454545454,0.5238095238095238,0.4,0.16666666666666652,0.16666666666666663,0.4117647058823529,0.375,1.7749523509116738,1.2237754316221157,1.4586150226995167,0.6931471805599453,-1.0651858344321992,-1.4253334953646795,-0.14960525461172514,-0.1545677639408149,0,0,0,0,11.76,7.300000000000001,16.17,8.2,4.9,5.9,7.919999999999999,5.699999999999999,2.4,3.4,3.3,4.3,versicolor,1,0.0,1.0,0.0
6.3,2.5,4.9,1.5,3.0,0.0,3.0,3.0,3.0,1.0,3.0,2.0,0.4285714285714282,-1.0526315789473681,0.21428571428571427,0.12698412698412695,0.8513513513513513,0.5681818181818181,0.7777777777777779,0.6,0.6333333333333329,0.20833333333333326,0.7254901960784315,0.5833333333333334,1.9878743481543455,1.252762968495368,1.7749523509116738,0.9162907318741551,0.7157777422458398,-1.2060514191547287,0.7878689257228458,0.5155236982303469,1,0,1,1,15.75,8.8,30.87,11.2,9.45,7.8,12.25,7.4,3.75,4.0,7.3500000000000005,6.4,versicolor,1,0.0,1.0,0.0
5.7,2.5,5.0,2.0,2.0,0.0,3.0,4.0,2.0,1.0,3.0,3.0,0.0,-1.0526315789473681,0.24285714285714274,0.4444444444444444,0.7702702702702703,0.5681818181818181,0.7936507936507937,0.8,0.4333333333333331,0.20833333333333326,0.7450980392156863,0.7916666666666667,1.9021075263969205,1.252762968495368,1.791759469228055,1.0986122886681098,-0.04749236204474814,-1.2060514191547287,0.8464610619937563,1.1856151604015088,0,0,1,1,14.25,8.2,28.5,10.7,11.4,7.7,12.5,7.5,5.0,4.5,10.0,7.0,virginica,2,0.0,0.0,1.0
5.0,3.3,1.4,0.2,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,-0.5,0.6315789473684206,-0.7857142857142858,-0.6984126984126985,0.6756756756756757,0.7499999999999999,0.2222222222222222,0.08,0.19999999999999973,0.5416666666666665,0.0392156862745098,0.04166666666666667,1.791759469228055,1.4586150226995167,0.8754687373538999,0.18232155679395462,-0.9379741503837681,0.5482051905248768,-1.2628558437590278,-1.226714103414674,0,1,0,0,16.5,8.3,7.0,6.4,1.0,5.2,4.619999999999999,4.699999999999999,0.66,3.5,0.27999999999999997,1.5999999999999999,setosa,0,1.0,0.0,0.0
5.9,3.0,4.2,1.5,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.14285714285714296,0.0,0.014285714285714235,0.12698412698412695,0.7972972972972973,0.6818181818181818,0.6666666666666667,0.6,0.5,0.41666666666666674,0.5882352941176472,0.5833333333333334,1.9315214116032138,1.3862943611198906,1.6486586255873816,0.9162907318741551,0.20693100605211487,-0.10964103810497497,0.37772397182647105,0.5155236982303469,1,0,1,1,17.700000000000003,8.9,24.78,10.100000000000001,8.850000000000001,7.4,12.600000000000001,7.2,4.5,4.5,6.300000000000001,5.7,versicolor,1,0.0,1.0,0.0
5.6,2.7,4.2,1.3,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,-0.07142857142857179,-0.6315789473684206,0.014285714285714235,0.0,0.7567567567567567,0.6136363636363636,0.6666666666666667,0.52,0.3999999999999997,0.29166666666666674,0.5882352941176472,0.5000000000000001,1.8870696490323797,1.308332819650179,1.6486586255873816,0.832909122935104,-0.17470404609318022,-0.7674872667348267,0.37772397182647105,0.24748711336188228,0,0,1,0,15.12,8.3,23.52,9.8,7.279999999999999,6.8999999999999995,11.340000000000002,6.9,3.5100000000000002,4.0,5.460000000000001,5.5,versicolor,1,0.0,1.0,0.0
6.1,2.8,4.0,1.3,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.28571428571428525,-0.4210526315789477,-0.04285714285714296,0.0,0.8243243243243242,0.6363636363636362,0.6349206349206349,0.52,0.5666666666666664,0.33333333333333326,0.5490196078431373,0.5000000000000001,1.9600947840472698,1.33500106673234,1.6094379124341003,0.832909122935104,0.46135437414897673,-0.5482051905248768,0.2605396992846496,0.24748711336188228,1,0,0,0,17.08,8.899999999999999,24.4,10.1,7.93,7.3999999999999995,11.2,6.8,3.6399999999999997,4.1,5.2,5.3,versicolor,1,0.0,1.0,0.0
6.7,3.1,4.7,1.5,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.7142857142857141,0.21052631578947384,0.15714285714285708,0.12698412698412695,0.9054054054054054,0.7045454545454545,0.746031746031746,0.6,0.7666666666666666,0.45833333333333326,0.6862745098039217,0.5833333333333334,2.0412203288596382,1.410986973710262,1.7404661748405046,0.9162907318741551,1.224624478439566,0.10964103810497594,0.6706846531810243,0.5155236982303469,1,1,1,1,20.77,9.8,31.490000000000002,11.4,10.05,8.2,14.57,7.800000000000001,4.65,4.6,7.050000000000001,6.2,versicolor,1,0.0,1.0,0.0
5.0,3.4,1.6,0.4,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,-0.5,0.8421052631578944,-0.7285714285714286,-0.5714285714285715,0.6756756756756757,0.7727272727272726,0.253968253968254,0.16,0.19999999999999973,0.5833333333333333,0.07843137254901963,0.125,1.791759469228055,1.4816045409242156,0.9555114450274363,0.33647223662121295,-0.9379741503837681,0.7674872667348277,-1.1456715712172063,-0.9586775185462091,0,1,0,0,17.0,8.4,8.0,6.6,2.0,5.4,5.44,5.0,1.36,3.8,0.6400000000000001,2.0,setosa,0,1.0,0.0,0.0
6.4,3.2,5.3,2.3,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,0.5,0.4210526315789477,0.3285714285714284,0.6349206349206348,0.8648648648648649,0.7272727272727273,0.8412698412698413,0.9199999999999999,0.6666666666666665,0.5,0.803921568627451,0.9166666666666666,2.0014800002101243,1.4350845252893227,1.840549633397487,1.1939224684724346,0.8429894262942719,0.3289231143149269,1.022237470806488,1.5876700377042057,1,1,1,1,20.480000000000004,9.600000000000001,33.92,11.7,14.719999999999999,8.7,16.96,8.5,7.359999999999999,5.5,12.19,7.6,virginica,2,0.0,0.0,1.0
