feature,importance
sepal_length,0.005471363000886886
sepal_width,0.00251557543119887
petal_length,0.04295496652650563
petal_width,0.049659541106623586
sepal_length_quantile_bin,0.0033323659559716364
sepal_width_quantile_bin,0.0004983388704318937
petal_length_quantile_bin,0.004715511941285272
petal_width_quantile_bin,0.035779785854910345
sepal_length_uniform_bin,0.0010949058268617674
sepal_width_uniform_bin,0.00023317927501516168
petal_length_uniform_bin,0.04684074053147055
petal_width_uniform_bin,0.004244960147211346
sepal_length_robust_scaled,0.0064213936523584625
sepal_width_robust_scaled,0.0015423393843398193
petal_length_robust_scaled,0.035438514913853976
petal_width_robust_scaled,0.04506207997655471
sepal_length_max_absolute_scaled,0.007855498991621728
sepal_width_max_absolute_scaled,0.0017661641355477412
petal_length_max_absolute_scaled,0.053863096591380534
petal_width_max_absolute_scaled,0.0491348195992588
sepal_length_max_min_max_scaled,0.003690673919843709
sepal_width_max_min_max_scaled,0.002019867061162031
petal_length_max_min_max_scaled,0.037101965112637775
petal_width_max_min_max_scaled,0.0197661744531208
sepal_length_logged,0.004239446614976626
sepal_width_logged,0.0010747408760183748
petal_length_logged,0.06035727269912883
petal_width_logged,0.04577232080798557
sepal_length_standardized,0.007055885640205104
sepal_width_standardized,0.0014670763545570156
petal_length_standardized,0.03096380234849511
petal_width_standardized,0.06311959456803053
sepal_length_binarized,0.0
sepal_width_binarized,0.00023102310231023102
petal_length_binarized,0.0
petal_width_binarized,0.0
sepal_length_x_sepal_width_interaction,0.0023994514684630734
sepal_length_plus_sepal_width_interaction,0.000990873612037871
sepal_length_x_petal_length_interaction,0.017015878814884547
sepal_length_plus_petal_length_interaction,0.041487642387662144
sepal_length_x_petal_width_interaction,0.023750750276193337
sepal_length_plus_petal_width_interaction,0.015390006972195497
sepal_width_x_petal_length_interaction,0.050406386955691114
sepal_width_plus_petal_length_interaction,0.013683268540091283
sepal_width_x_petal_width_interaction,0.020866482350915434
sepal_width_plus_petal_width_interaction,0.0019112911385435751
petal_length_x_petal_width_interaction,0.06444971596472424
petal_length_plus_petal_width_interaction,0.07236326624683742
