sepal_length,sepal_width,petal_length,petal_width,sepal_length_quantile_bin,sepal_width_quantile_bin,petal_length_quantile_bin,petal_width_quantile_bin,sepal_length_uniform_bin,sepal_width_uniform_bin,petal_length_uniform_bin,petal_width_uniform_bin,sepal_length_robust_scaled,sepal_width_robust_scaled,petal_length_robust_scaled,petal_width_robust_scaled,sepal_length_max_absolute_scaled,sepal_width_max_absolute_scaled,petal_length_max_absolute_scaled,petal_width_max_absolute_scaled,sepal_length_max_min_max_scaled,sepal_width_max_min_max_scaled,petal_length_max_min_max_scaled,petal_width_max_min_max_scaled,sepal_length_logged,sepal_width_logged,petal_length_logged,petal_width_logged,sepal_length_standardized,sepal_width_standardized,petal_length_standardized,petal_width_standardized,sepal_length_binarized,sepal_width_binarized,petal_length_binarized,petal_width_binarized,sepal_length_x_sepal_width_interaction,sepal_length_plus_sepal_width_interaction,sepal_length_x_petal_length_interaction,sepal_length_plus_petal_length_interaction,sepal_length_x_petal_width_interaction,sepal_length_plus_petal_width_interaction,sepal_width_x_petal_length_interaction,sepal_width_plus_petal_length_interaction,sepal_width_x_petal_width_interaction,sepal_width_plus_petal_width_interaction,petal_length_x_petal_width_interaction,petal_length_plus_petal_width_interaction,species,species_label_encoded,species_setosa,species_versicolor,species_virginica
7.3,2.9,6.3,1.8,4.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,1.4042553191489349,-0.3333333333333336,0.6618705035971223,0.38095238095238104,0.9240506329113923,0.6590909090909091,0.9402985074626865,0.72,0.8285714285714283,0.3181818181818181,0.9272727272727274,0.7083333333333334,2.1162555148025524,1.3609765531356006,1.9878743481543455,1.0296194171811583,2.0823792030854515,-0.5597343406485646,1.597910340814657,0.9437463960353621,1,0,1,1,21.169999999999998,10.2,45.989999999999995,13.6,13.14,9.1,18.27,9.2,5.22,4.7,11.34,8.1,virginica,2,0.0,0.0,1.0
5.6,2.5,3.9,1.1,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,-0.042553191489362284,-1.0,-0.028776978417266216,-0.0634920634920634,0.7088607594936708,0.5681818181818181,0.582089552238806,0.44000000000000006,0.34285714285714275,0.13636363636363624,0.49090909090909096,0.4166666666666667,1.8870696490323797,1.252762968495368,1.589235205116581,0.7419373447293773,-0.16955759414436386,-1.5084366129342681,0.2554419097918413,0.050208329455442936,0,0,0,0,14.0,8.1,21.84,9.5,6.16,6.699999999999999,9.75,6.4,2.75,3.6,4.29,5.0,versicolor,1,0.0,1.0,0.0
6.1,2.6,5.6,1.4,3.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,0.3829787234042545,-0.8333333333333333,0.46043165467625896,0.12698412698412695,0.7721518987341771,0.5909090909090908,0.835820895522388,0.5599999999999999,0.48571428571428554,0.18181818181818188,0.7999999999999999,0.5416666666666667,1.9600947840472698,1.2809338454620642,1.8870696490323797,0.8754687373538999,0.4927767579820523,-1.2712610448628419,1.2063570484330024,0.43315321513255095,1,0,1,1,15.86,8.7,34.16,11.7,8.54,7.5,14.559999999999999,8.2,3.6399999999999997,4.0,7.839999999999999,7.0,virginica,2,0.0,0.0,1.0
5.1,3.8,1.9,0.4,1.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,-0.46808510638297907,1.166666666666666,-0.6043165467625901,-0.5079365079365079,0.6455696202531644,0.8636363636363635,0.2835820895522388,0.16,0.19999999999999973,0.7272727272727271,0.1272727272727273,0.125,1.8082887711792655,1.5686159179138452,1.0647107369924282,0.33647223662121295,-0.83189194627078,1.5748457719942683,-0.8632817827271719,-0.8433297371244765,0,1,0,0,19.38,8.899999999999999,9.69,7.0,2.04,5.5,7.22,5.699999999999999,1.52,4.2,0.76,2.3,setosa,0,1.0,0.0,0.0
5.3,3.7,1.5,0.2,1.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.2978723404255322,1.0,-0.7194244604316548,-0.6349206349206349,0.670886075949367,0.8409090909090908,0.22388059701492538,0.08,0.2571428571428571,0.6818181818181819,0.054545454545454536,0.04166666666666667,1.840549633397487,1.547562508716013,0.9162907318741551,0.18232155679395462,-0.5669582054202134,1.3376702039228434,-1.0870265212309744,-1.098626327575882,0,1,0,0,19.61,9.0,7.949999999999999,6.8,1.06,5.5,5.550000000000001,5.2,0.7400000000000001,3.9000000000000004,0.30000000000000004,1.7,setosa,0,1.0,0.0,0.0
5.4,3.4,1.7,0.2,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,-0.21276595744680837,0.4999999999999996,-0.6618705035971223,-0.6349206349206349,0.6835443037974683,0.7727272727272726,0.2537313432835821,0.08,0.2857142857142858,0.5454545454545454,0.09090909090909091,0.04166666666666667,1.8562979903656263,1.4816045409242156,0.9932517730102833,0.18232155679395462,-0.43449133499492937,0.626143499708565,-0.9751541519790732,-1.098626327575882,0,1,0,0,18.36,8.8,9.18,7.1000000000000005,1.08,5.6000000000000005,5.779999999999999,5.1,0.68,3.6,0.34,1.9,setosa,0,1.0,0.0,0.0
5.4,3.0,4.5,1.5,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,-0.21276595744680837,-0.1666666666666668,0.14388489208633096,0.19047619047619052,0.6835443037974683,0.6818181818181818,0.6716417910447761,0.6,0.2857142857142858,0.36363636363636354,0.6000000000000001,0.5833333333333334,1.8562979903656263,1.3862943611198906,1.7047480922384253,0.9162907318741551,-0.43449133499492937,-0.3225587725771385,0.5910590175475453,0.5608015103582539,0,0,1,1,16.200000000000003,8.4,24.3,9.9,8.100000000000001,6.9,13.5,7.5,4.5,4.5,6.75,6.0,versicolor,1,0.0,1.0,0.0
6.5,3.0,5.2,2.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,0.7234042553191482,-0.1666666666666668,0.3453237410071943,0.507936507936508,0.8227848101265822,0.6818181818181818,0.7761194029850746,0.8,0.5999999999999999,0.36363636363636354,0.7272727272727274,0.7916666666666667,2.0149030205422647,1.3862943611198906,1.824549292051046,1.0986122886681098,1.0226442396831856,-0.3225587725771385,0.9826123099292,1.1990429864867675,1,0,1,1,19.5,9.5,33.800000000000004,11.7,13.0,8.5,15.600000000000001,8.2,6.0,5.0,10.4,7.2,virginica,2,0.0,0.0,1.0
5.9,3.0,5.1,1.8,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,0.21276595744680837,-0.1666666666666668,0.316546762589928,0.38095238095238104,0.7468354430379747,0.6818181818181818,0.7611940298507462,0.72,0.4285714285714286,0.36363636363636354,0.7090909090909091,0.7083333333333334,1.9315214116032138,1.3862943611198906,1.8082887711792655,1.0296194171811583,0.22784301713148677,-0.3225587725771385,0.926676125303249,0.9437463960353621,1,0,1,1,17.700000000000003,8.9,30.09,11.0,10.620000000000001,7.7,15.299999999999999,8.1,5.4,4.8,9.18,6.8999999999999995,virginica,2,0.0,0.0,1.0
6.1,2.6,5.6,1.4,3.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,0.3829787234042545,-0.8333333333333333,0.46043165467625896,0.12698412698412695,0.7721518987341771,0.5909090909090908,0.835820895522388,0.5599999999999999,0.48571428571428554,0.18181818181818188,0.7999999999999999,0.5416666666666667,1.9600947840472698,1.2809338454620642,1.8870696490323797,0.8754687373538999,0.4927767579820523,-1.2712610448628419,1.2063570484330024,0.43315321513255095,1,0,1,1,15.86,8.7,34.16,11.7,8.54,7.5,14.559999999999999,8.2,3.6399999999999997,4.0,7.839999999999999,7.0,virginica,2,0.0,0.0,1.0
