sepal_length,sepal_width,petal_length,petal_width,sepal_length_quantile_bin,sepal_width_quantile_bin,petal_length_quantile_bin,petal_width_quantile_bin,sepal_length_uniform_bin,sepal_width_uniform_bin,petal_length_uniform_bin,petal_width_uniform_bin,sepal_length_robust_scaled,sepal_width_robust_scaled,petal_length_robust_scaled,petal_width_robust_scaled,sepal_length_max_absolute_scaled,sepal_width_max_absolute_scaled,petal_length_max_absolute_scaled,petal_width_max_absolute_scaled,sepal_length_max_min_max_scaled,sepal_width_max_min_max_scaled,petal_length_max_min_max_scaled,petal_width_max_min_max_scaled,sepal_length_logged,sepal_width_logged,petal_length_logged,petal_width_logged,sepal_length_standardized,sepal_width_standardized,petal_length_standardized,petal_width_standardized,sepal_length_binarized,sepal_width_binarized,petal_length_binarized,petal_width_binarized,sepal_length_x_sepal_width_interaction,sepal_length_plus_sepal_width_interaction,sepal_length_x_petal_length_interaction,sepal_length_plus_petal_length_interaction,sepal_length_x_petal_width_interaction,sepal_length_plus_petal_width_interaction,sepal_width_x_petal_length_interaction,sepal_width_plus_petal_length_interaction,sepal_width_x_petal_width_interaction,sepal_width_plus_petal_width_interaction,petal_length_x_petal_width_interaction,petal_length_plus_petal_width_interaction,species,species_label_encoded,species_setosa,species_versicolor,species_virginica
4.3,3.0,1.1,0.1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.3333333333333335,0.0,-1.0588235294117647,-0.8999999999999999,0.5443037974683543,0.7692307692307693,0.16417910447761194,0.04,0.0,0.5263157894736843,0.017543859649122834,0.0,1.667706820558076,1.3862943611198906,0.7419373447293773,0.09531017980432487,-1.9816443302774889,-0.06518052347662659,-1.722006402653248,-1.6408451693750992,0,0,0,0,12.899999999999999,7.3,4.73,5.4,0.43,4.3999999999999995,3.3000000000000003,4.1,0.30000000000000004,3.1,0.11000000000000001,1.2000000000000002,setosa,0,1.0,0.0,0.0
6.2,2.2,4.5,1.5,3.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,0.2499999999999998,-1.4545454545454546,-0.05882352941176476,0.03333333333333336,0.7848101265822784,0.5641025641025642,0.6716417910447761,0.6,0.5277777777777779,0.10526315789473695,0.6140350877192983,0.5833333333333334,1.9740810260220096,1.1631508098056809,1.7047480922384253,0.9162907318741551,0.3405951192664426,-1.9729031618169097,0.26223052765212157,0.23491686420558036,1,0,0,1,13.640000000000002,8.4,27.900000000000002,10.7,9.3,7.7,9.9,6.7,3.3000000000000003,3.7,6.75,6.0,versicolor,1,0.0,1.0,0.0
7.9,3.8,6.4,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.6666666666666665,1.4545454545454546,0.5000000000000001,0.3666666666666667,1.0,0.9743589743589743,0.9552238805970149,0.8,1.0,0.9473684210526314,0.9473684210526315,0.7916666666666667,2.186051276738094,1.5686159179138452,2.0014800002101243,1.0986122886681098,2.4183883109636444,1.8425421148636565,1.3710688122345343,0.9048318761986802,1,1,1,1,30.02,11.7,50.56,14.3,15.8,9.9,24.32,10.2,7.6,5.8,12.8,8.4,virginica,2,0.0,0.0,1.0
6.0,2.2,5.0,1.5,2.0,0.0,3.0,2.0,2.0,0.0,3.0,2.0,0.08333333333333302,-1.4545454545454546,0.08823529411764701,0.03333333333333336,0.7594936708860759,0.5641025641025642,0.7462686567164178,0.6,0.4722222222222223,0.10526315789473695,0.7017543859649122,0.5833333333333334,1.9459101490553132,1.1631508098056809,1.791759469228055,0.9162907318741551,0.09614886141971282,-1.9729031618169097,0.5540300762264406,0.23491686420558036,1,0,1,1,13.200000000000001,8.2,30.0,11.0,9.0,7.5,11.0,7.2,3.3000000000000003,3.7,7.5,6.5,virginica,2,0.0,0.0,1.0
5.0,3.4,1.5,0.2,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.7500000000000002,0.7272727272727273,-0.9411764705882354,-0.8333333333333334,0.6329113924050632,0.8717948717948718,0.22388059701492538,0.08,0.19444444444444442,0.7368421052631577,0.08771929824561403,0.04166666666666667,1.791759469228055,1.4816045409242156,0.9162907318741551,0.18232155679395462,-1.1260824278139352,0.888680795693515,-1.488566763793793,-1.5068621669764792,0,1,0,0,17.0,8.4,7.5,6.5,1.0,5.2,5.1,4.9,0.68,3.6,0.30000000000000004,1.7,setosa,0,1.0,0.0,0.0
6.5,2.8,4.6,1.5,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.4999999999999996,-0.3636363636363641,-0.029411764705882512,0.03333333333333336,0.8227848101265822,0.717948717948718,0.6865671641791045,0.6,0.6111111111111112,0.42105263157894735,0.6315789473684209,0.5833333333333334,2.0149030205422647,1.33500106673234,1.7227665977411035,0.9162907318741551,0.7072645060365368,-0.5421111830616979,0.32059043736698517,0.23491686420558036,1,0,0,1,18.2,9.3,29.9,11.1,9.75,8.0,12.879999999999999,7.3999999999999995,4.199999999999999,4.3,6.8999999999999995,6.1,versicolor,1,0.0,1.0,0.0
7.7,3.8,6.7,2.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.4999999999999996,1.4545454545454546,0.5882352941176471,0.5000000000000001,0.9746835443037974,0.9743589743589743,1.0,0.8800000000000001,0.9444444444444442,0.9473684210526314,0.9999999999999999,0.8750000000000001,2.1633230256605382,1.5686159179138452,2.0412203288596382,1.1631508098056809,2.1739420531169142,1.8425421148636565,1.5461485413791256,1.1727978809959203,1,1,1,1,29.259999999999998,11.5,51.59,14.4,16.94,9.9,25.46,10.5,8.36,6.0,14.740000000000002,8.9,virginica,2,0.0,0.0,1.0
6.7,3.0,5.2,2.3,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,0.6666666666666664,0.0,0.14705882352941177,0.5666666666666665,0.8481012658227848,0.7692307692307693,0.7761194029850746,0.9199999999999999,0.6666666666666667,0.5263157894736843,0.7368421052631579,0.9166666666666666,2.0412203288596382,1.3862943611198906,1.824549292051046,1.1939224684724346,0.9517107638832666,-0.06518052347662659,0.6707498956561684,1.3067808833945398,1,0,1,1,20.1,9.7,34.84,11.9,15.409999999999998,9.0,15.600000000000001,8.2,6.8999999999999995,5.3,11.959999999999999,7.5,virginica,2,0.0,0.0,1.0
4.9,2.4,3.3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,-0.8333333333333333,-1.0909090909090915,-0.41176470588235303,-0.3,0.620253164556962,0.6153846153846154,0.4925373134328358,0.4,0.16666666666666674,0.21052631578947367,0.4035087719298245,0.375,1.7749523509116738,1.2237754316221157,1.4586150226995167,0.6931471805599453,-1.2483055567372994,-1.4959725022318395,-0.4380883889262443,-0.4349981477875195,0,0,0,0,11.76,7.300000000000001,16.17,8.2,4.9,5.9,7.919999999999999,5.699999999999999,2.4,3.4,3.3,4.3,versicolor,1,0.0,1.0,0.0
6.7,3.3,5.7,2.5,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.6666666666666664,0.5454545454545453,0.29411764705882354,0.7000000000000001,0.8481012658227848,0.8461538461538461,0.8507462686567164,1.0,0.6666666666666667,0.6842105263157894,0.8245614035087719,1.0,2.0412203288596382,1.4586150226995167,1.9021075263969205,1.252762968495368,0.9517107638832666,0.6502154659009793,0.9625494442304874,1.57474688819178,1,1,1,1,22.11,10.0,38.190000000000005,12.4,16.75,9.2,18.81,9.0,8.25,5.8,14.25,8.2,virginica,2,0.0,0.0,1.0
