feature,importance
sepal_length,0.0011023662105267198
sepal_width,0.002076720994920178
petal_length,0.0364231111178424
petal_width,0.0670270052945443
sepal_length_quantile_bin,0.0011139567375738771
sepal_width_quantile_bin,0.00025740025740025744
petal_length_quantile_bin,0.00034178302348218214
petal_width_quantile_bin,0.0038010776220293602
sepal_length_uniform_bin,0.0025988515868897426
sepal_width_uniform_bin,0.0015984748468011393
petal_length_uniform_bin,0.0433214246541182
petal_width_uniform_bin,0.008841484910763168
sepal_length_robust_scaled,0.007214533206791237
sepal_width_robust_scaled,0.002504291345084927
petal_length_robust_scaled,0.0161365070161902
petal_width_robust_scaled,0.08273873108941981
sepal_length_max_absolute_scaled,0.006406004662892673
sepal_width_max_absolute_scaled,0.005966798418571041
petal_length_max_absolute_scaled,0.03530862470660014
petal_width_max_absolute_scaled,0.05239554981515772
sepal_length_max_min_max_scaled,0.0018692403839477964
sepal_width_max_min_max_scaled,0.0018336810040840206
petal_length_max_min_max_scaled,0.034535239979714534
petal_width_max_min_max_scaled,0.030721356264415425
sepal_length_logged,0.0017247881352697803
sepal_width_logged,0.001145124159861798
petal_length_logged,0.02266258285363011
petal_width_logged,0.07463865883799277
sepal_length_standardized,0.002415981458558444
sepal_width_standardized,0.0022636725899814586
petal_length_standardized,0.03488486087868474
petal_width_standardized,0.07938499909726304
sepal_length_binarized,0.00019466073414905452
sepal_width_binarized,0.00014478764478764478
petal_length_binarized,0.008346565631904916
petal_width_binarized,0.022700454296896825
sepal_length_x_sepal_width_interaction,0.002704153371071663
sepal_length_plus_sepal_width_interaction,0.005729778118514011
sepal_length_x_petal_length_interaction,0.010528275394960724
sepal_length_plus_petal_length_interaction,0.025366701483740123
sepal_length_x_petal_width_interaction,0.02137473140306975
sepal_length_plus_petal_width_interaction,0.006093316121964831
sepal_width_x_petal_length_interaction,0.03585027181887921
sepal_width_plus_petal_length_interaction,0.012536959898230358
sepal_width_x_petal_width_interaction,0.019245700643568103
sepal_width_plus_petal_width_interaction,0.0051741156528162776
petal_length_x_petal_width_interaction,0.08884961936354449
petal_length_plus_petal_width_interaction,0.06990502526089885
