sepal_length,sepal_width,petal_length,petal_width,sepal_length_quantile_bin,sepal_width_quantile_bin,petal_length_quantile_bin,petal_width_quantile_bin,sepal_length_uniform_bin,sepal_width_uniform_bin,petal_length_uniform_bin,petal_width_uniform_bin,sepal_length_robust_scaled,sepal_width_robust_scaled,petal_length_robust_scaled,petal_width_robust_scaled,sepal_length_max_absolute_scaled,sepal_width_max_absolute_scaled,petal_length_max_absolute_scaled,petal_width_max_absolute_scaled,sepal_length_max_min_max_scaled,sepal_width_max_min_max_scaled,petal_length_max_min_max_scaled,petal_width_max_min_max_scaled,sepal_length_logged,sepal_width_logged,petal_length_logged,petal_width_logged,sepal_length_standardized,sepal_width_standardized,petal_length_standardized,petal_width_standardized,sepal_length_binarized,sepal_width_binarized,petal_length_binarized,petal_width_binarized,sepal_length_x_sepal_width_interaction,sepal_length_plus_sepal_width_interaction,sepal_length_x_petal_length_interaction,sepal_length_plus_petal_length_interaction,sepal_length_x_petal_width_interaction,sepal_length_plus_petal_width_interaction,sepal_width_x_petal_length_interaction,sepal_width_plus_petal_length_interaction,sepal_width_x_petal_width_interaction,sepal_width_plus_petal_width_interaction,petal_length_x_petal_width_interaction,petal_length_plus_petal_width_interaction,species,species_label_encoded,species_setosa,species_versicolor,species_virginica
7.7,3.8,6.7,2.2,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.5384615384615388,1.333333333333334,0.8181818181818182,0.7450980392156863,1.0,0.8636363636363635,1.0,0.8800000000000001,0.9999999999999998,0.7499999999999998,1.0,0.8750000000000001,2.1633230256605382,1.5686159179138452,2.0412203288596382,1.1631508098056809,2.575322761300937,1.7026992218478807,1.9310319603805586,1.5799585449056648,1,1,1,1,29.259999999999998,11.5,51.59,14.4,16.94,9.9,25.46,10.5,8.36,6.0,14.740000000000002,8.9,virginica,2,0.0,0.0,1.0
5.1,3.8,1.5,0.3,1.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,-0.461538461538462,1.333333333333334,-0.7575757575757576,-0.7450980392156862,0.6623376623376622,0.8636363636363635,0.22388059701492538,0.12,0.23529411764705865,0.7499999999999998,0.0714285714285714,0.08333333333333333,1.8082887711792655,1.5686159179138452,0.9162907318741551,0.262364264467491,-0.7670262467102622,1.7026992218478807,-1.2253069522280657,-1.1277274761292986,0,1,0,0,19.38,8.899999999999999,7.6499999999999995,6.6,1.5299999999999998,5.3999999999999995,5.699999999999999,5.3,1.14,4.1,0.44999999999999996,1.8,setosa,0,1.0,0.0,0.0
5.6,2.5,3.9,1.1,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.07692307692307734,-0.8333333333333338,-0.03030303030303033,-0.11764705882352933,0.7272727272727272,0.5681818181818181,0.582089552238806,0.44000000000000006,0.38235294117647056,0.20833333333333326,0.49999999999999994,0.4166666666666667,1.8870696490323797,1.252762968495368,1.589235205116581,0.7419373447293773,-0.12426682209272406,-1.0458632637509324,0.23146485359129923,0.012350848517001809,0,0,0,0,14.0,8.1,21.84,9.5,6.16,6.699999999999999,9.75,6.4,2.75,3.6,4.29,5.0,versicolor,1,0.0,1.0,0.0
5.5,2.6,4.4,1.2,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,-0.153846153846154,-0.666666666666667,0.12121212121212133,-0.03921568627450984,0.7142857142857143,0.5909090909090908,0.6567164179104478,0.48,0.3529411764705883,0.25,0.5892857142857144,0.4583333333333333,1.8718021769015913,1.2809338454620642,1.6863989535702288,0.7884573603642702,-0.25281870701623127,-0.8344353802433313,0.5349589798036672,0.15486063909778916,0,0,1,0,14.3,8.1,24.200000000000003,9.9,6.6,6.7,11.440000000000001,7.0,3.12,3.8,5.28,5.6000000000000005,versicolor,1,0.0,1.0,0.0
4.4,2.9,1.4,0.2,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.1666666666666669,-0.787878787878788,-0.8235294117647058,0.5714285714285715,0.6590909090909091,0.208955223880597,0.08,0.02941176470588247,0.375,0.05357142857142855,0.04166666666666667,1.6863989535702288,1.3609765531356006,0.8754687373538999,0.18232155679395462,-1.6668894411748147,-0.20015172972052853,-1.2860057774705393,-1.2702372667100863,0,0,0,0,12.76,7.300000000000001,6.16,5.800000000000001,0.8800000000000001,4.6000000000000005,4.06,4.3,0.58,3.1,0.27999999999999997,1.5999999999999999,setosa,0,1.0,0.0,0.0
7.0,3.2,4.7,1.4,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0.3333333333333338,0.21212121212121218,0.11764705882352933,0.9090909090909091,0.7272727272727273,0.7014925373134329,0.5599999999999999,0.7941176470588236,0.5,0.6428571428571428,0.5416666666666667,2.0794415416798357,1.4350845252893227,1.7404661748405046,0.8754687373538999,1.6754595668363834,0.43413192080227514,0.7170554555310877,0.4398802202593642,1,1,1,1,22.400000000000002,10.2,32.9,11.7,9.799999999999999,8.4,15.040000000000001,7.9,4.4799999999999995,4.6,6.58,6.1,versicolor,1,0.0,1.0,0.0
5.2,3.4,1.4,0.2,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,-0.3846153846153847,0.666666666666667,-0.787878787878788,-0.8235294117647058,0.6753246753246753,0.7727272727272726,0.208955223880597,0.08,0.26470588235294135,0.5833333333333333,0.05357142857142855,0.04166666666666667,1.824549292051046,1.4816045409242156,0.8754687373538999,0.18232155679395462,-0.638474361786754,0.8569876878174767,-1.2860057774705393,-1.2702372667100863,0,1,0,0,17.68,8.6,7.279999999999999,6.6,1.04,5.4,4.76,4.8,0.68,3.6,0.27999999999999997,1.5999999999999999,setosa,0,1.0,0.0,0.0
5.1,2.5,3.0,1.1,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,-0.461538461538462,-0.8333333333333338,-0.30303030303030304,-0.11764705882352933,0.6623376623376622,0.5681818181818181,0.44776119402985076,0.44000000000000006,0.23529411764705865,0.20833333333333326,0.33928571428571425,0.4166666666666667,1.8082887711792655,1.252762968495368,1.3862943611198906,0.7419373447293773,-0.7670262467102622,-1.0458632637509324,-0.3148245735909626,0.012350848517001809,0,0,0,0,12.75,7.6,15.299999999999999,8.1,5.61,6.199999999999999,7.5,5.5,2.75,3.6,3.3000000000000003,4.1,versicolor,1,0.0,1.0,0.0
7.7,3.8,6.7,2.2,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.5384615384615388,1.333333333333334,0.8181818181818182,0.7450980392156863,1.0,0.8636363636363635,1.0,0.8800000000000001,0.9999999999999998,0.7499999999999998,1.0,0.8750000000000001,2.1633230256605382,1.5686159179138452,2.0412203288596382,1.1631508098056809,2.575322761300937,1.7026992218478807,1.9310319603805586,1.5799585449056648,1,1,1,1,29.259999999999998,11.5,51.59,14.4,16.94,9.9,25.46,10.5,8.36,6.0,14.740000000000002,8.9,virginica,2,0.0,0.0,1.0
6.3,2.5,4.9,1.5,3.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,0.46153846153846134,-0.8333333333333338,0.2727272727272729,0.196078431372549,0.8181818181818181,0.5681818181818181,0.7313432835820896,0.6,0.588235294117647,0.20833333333333326,0.6785714285714286,0.5833333333333334,1.9878743481543455,1.252762968495368,1.7749523509116738,0.9162907318741551,0.7755963723718297,-1.0458632637509324,0.838453106016035,0.5823900108401519,1,0,1,1,15.75,8.8,30.87,11.2,9.45,7.8,12.25,7.4,3.75,4.0,7.3500000000000005,6.4,versicolor,1,0.0,1.0,0.0
