feature,importance
sepal_length,0.0006865518667440651
sepal_width,0.005668146321591742
petal_length,0.03300808163808861
petal_width,0.05909928321879591
sepal_length_quantile_bin,0.0010348030912618942
sepal_width_quantile_bin,0.0013163546144979335
petal_length_quantile_bin,0.0029632864709000606
petal_width_quantile_bin,0.0003024828803092045
sepal_length_uniform_bin,0.0023302585419005353
sepal_width_uniform_bin,0.0009073353633226287
petal_length_uniform_bin,0.048835675907181554
petal_width_uniform_bin,0.018441022778052322
sepal_length_robust_scaled,0.0009220296956177359
sepal_width_robust_scaled,0.0014389174436486058
petal_length_robust_scaled,0.017761726755085836
petal_width_robust_scaled,0.06538975887360207
sepal_length_max_absolute_scaled,0.0014433291703637144
sepal_width_max_absolute_scaled,0.002026379849769973
petal_length_max_absolute_scaled,0.0437688380780577
petal_width_max_absolute_scaled,0.048544637606642675
sepal_length_max_min_max_scaled,0.0008177749021805537
sepal_width_max_min_max_scaled,0.0029346824647897276
petal_length_max_min_max_scaled,0.026825491819466335
petal_width_max_min_max_scaled,0.021581547391538114
sepal_length_logged,0.0007246044832079276
sepal_width_logged,0.001335447943353943
petal_length_logged,0.04491233574360439
petal_width_logged,0.06322333401439846
sepal_length_standardized,0.005915494823769024
sepal_width_standardized,0.001747094360393608
petal_length_standardized,0.02162495150982627
petal_width_standardized,0.06033598264122399
sepal_length_binarized,0.0
sepal_width_binarized,0.0004311670771765628
petal_length_binarized,0.0035326547921967788
petal_width_binarized,0.0
sepal_length_x_sepal_width_interaction,0.0008800679793834884
sepal_length_plus_sepal_width_interaction,0.0006298921525369954
sepal_length_x_petal_length_interaction,0.013515652468609309
sepal_length_plus_petal_length_interaction,0.028859169092175615
sepal_length_x_petal_width_interaction,0.0539618351145097
sepal_length_plus_petal_width_interaction,0.021861932881947443
sepal_width_x_petal_length_interaction,0.044329269813761826
sepal_width_plus_petal_length_interaction,0.007666767728900805
sepal_width_x_petal_width_interaction,0.026314874119962098
sepal_width_plus_petal_width_interaction,0.0076321631208426995
petal_length_x_petal_width_interaction,0.07120255264948304
petal_length_plus_petal_width_interaction,0.11131435874532669
