sepal_length,sepal_width,petal_length,petal_width,sepal_length_quantile_bin,sepal_width_quantile_bin,petal_length_quantile_bin,petal_width_quantile_bin,sepal_length_uniform_bin,sepal_width_uniform_bin,petal_length_uniform_bin,petal_width_uniform_bin,sepal_length_robust_scaled,sepal_width_robust_scaled,petal_length_robust_scaled,petal_width_robust_scaled,sepal_length_max_absolute_scaled,sepal_width_max_absolute_scaled,petal_length_max_absolute_scaled,petal_width_max_absolute_scaled,sepal_length_max_min_max_scaled,sepal_width_max_min_max_scaled,petal_length_max_min_max_scaled,petal_width_max_min_max_scaled,sepal_length_logged,sepal_width_logged,petal_length_logged,petal_width_logged,sepal_length_standardized,sepal_width_standardized,petal_length_standardized,petal_width_standardized,sepal_length_binarized,sepal_width_binarized,petal_length_binarized,petal_width_binarized,sepal_length_x_sepal_width_interaction,sepal_length_plus_sepal_width_interaction,sepal_length_x_petal_length_interaction,sepal_length_plus_petal_length_interaction,sepal_length_x_petal_width_interaction,sepal_length_plus_petal_width_interaction,sepal_width_x_petal_length_interaction,sepal_width_plus_petal_length_interaction,sepal_width_x_petal_width_interaction,sepal_width_plus_petal_width_interaction,petal_length_x_petal_width_interaction,petal_length_plus_petal_width_interaction,species,species_label_encoded,species_setosa,species_versicolor,species_virginica
4.8,3.0,1.4,0.3,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7407407407407409,0.0,-0.8028169014084509,-0.6666666666666666,0.6075949367088607,0.6818181818181818,0.20289855072463767,0.12,0.1142857142857141,0.36363636363636354,0.06779661016949151,0.08333333333333333,1.7578579175523736,1.3862943611198906,0.8754687373538999,0.262364264467491,-1.2633277144770514,-0.10688580117531457,-1.3393580506222083,-1.190865490006235,0,0,0,0,14.399999999999999,7.8,6.72,6.199999999999999,1.44,5.1,4.199999999999999,4.4,0.8999999999999999,3.3,0.42,1.7,setosa,0,1.0,0.0,0.0
6.4,2.9,4.3,1.3,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.444444444444445,-0.20000000000000018,0.014084507042253473,0.0,0.810126582278481,0.6590909090909091,0.6231884057971014,0.52,0.5714285714285714,0.3181818181818181,0.559322033898305,0.5000000000000001,2.0014800002101243,1.3609765531356006,1.667706820558076,0.832909122935104,0.5933694776508877,-0.3359268036938451,0.2944634637374679,0.12646359185906966,1,0,1,0,18.56,9.3,27.52,10.7,8.32,7.7,12.469999999999999,7.199999999999999,3.77,4.2,5.59,5.6,versicolor,1,0.0,1.0,0.0
6.1,2.8,4.0,1.3,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.22222222222222215,-0.40000000000000036,-0.07042253521126762,0.0,0.7721518987341771,0.6363636363636362,0.5797101449275363,0.52,0.48571428571428554,0.2727272727272727,0.5084745762711864,0.5000000000000001,1.9600947840472698,1.33500106673234,1.6094379124341003,0.832909122935104,0.24523875412689833,-0.5649678062123756,0.12544744501060495,0.12646359185906966,1,0,0,0,17.08,8.899999999999999,24.4,10.1,7.93,7.3999999999999995,11.2,6.8,3.6399999999999997,4.1,5.2,5.3,versicolor,1,0.0,1.0,0.0
5.8,2.7,3.9,1.2,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,-0.5999999999999996,-0.0985915492957747,-0.06666666666666672,0.7341772151898733,0.6136363636363636,0.5652173913043478,0.48,0.3999999999999999,0.2272727272727273,0.49152542372881347,0.4583333333333333,1.916922612182061,1.308332819650179,1.589235205116581,0.7884573603642702,-0.10289196939708993,-0.7940088087309051,0.06910877210165056,-0.005269316327460931,0,0,0,0,15.66,8.5,22.619999999999997,9.7,6.96,7.0,10.530000000000001,6.6,3.24,3.9000000000000004,4.68,5.1,versicolor,1,0.0,1.0,0.0
6.3,2.9,5.6,1.8,3.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,0.37037037037037046,-0.20000000000000018,0.38028169014084506,0.3333333333333333,0.7974683544303797,0.6590909090909091,0.8115942028985507,0.72,0.5428571428571427,0.3181818181818181,0.7796610169491525,0.7083333333333334,1.9878743481543455,1.3609765531356006,1.8870696490323797,1.0296194171811583,0.47732590314289086,-0.3359268036938451,1.0268662115538743,0.785128132791722,1,0,1,1,18.27,9.2,35.279999999999994,11.899999999999999,11.34,8.1,16.24,8.5,5.22,4.7,10.08,7.3999999999999995,virginica,2,0.0,0.0,1.0
6.6,3.0,4.4,1.4,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.5925925925925927,0.0,0.042253521126760674,0.06666666666666658,0.8354430379746834,0.6818181818181818,0.6376811594202899,0.5599999999999999,0.6285714285714283,0.36363636363636354,0.576271186440678,0.5416666666666667,2.028148247292285,1.3862943611198906,1.6863989535702288,0.8754687373538999,0.8254566266668791,-0.10688580117531457,0.35080213664642257,0.25819650004559996,1,0,1,1,19.799999999999997,9.6,29.04,11.0,9.239999999999998,8.0,13.200000000000001,7.4,4.199999999999999,4.4,6.16,5.800000000000001,versicolor,1,0.0,1.0,0.0
6.1,2.9,4.7,1.4,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.22222222222222215,-0.20000000000000018,0.12676056338028177,0.06666666666666658,0.7721518987341771,0.6590909090909091,0.6811594202898551,0.5599999999999999,0.48571428571428554,0.3181818181818181,0.6271186440677966,0.5416666666666667,1.9600947840472698,1.3609765531356006,1.7404661748405046,0.8754687373538999,0.24523875412689833,-0.3359268036938451,0.5198181553732855,0.25819650004559996,1,0,1,1,17.689999999999998,9.0,28.669999999999998,10.8,8.54,7.5,13.63,7.6,4.06,4.3,6.58,6.1,versicolor,1,0.0,1.0,0.0
5.1,3.5,1.4,0.2,1.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,-0.5185185185185188,1.0,-0.8028169014084509,-0.7333333333333334,0.6455696202531644,0.7954545454545454,0.20289855072463767,0.08,0.19999999999999973,0.5909090909090908,0.06779661016949151,0.04166666666666667,1.8082887711792655,1.5040773967762742,0.8754687373538999,0.18232155679395462,-0.9151969909530633,1.038319211417337,-1.3393580506222083,-1.3225983981927656,0,1,0,0,17.849999999999998,8.6,7.139999999999999,6.5,1.02,5.3,4.8999999999999995,4.9,0.7000000000000001,3.7,0.27999999999999997,1.5999999999999999,setosa,0,1.0,0.0,0.0
6.7,3.3,5.7,2.5,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,0.6666666666666671,0.5999999999999996,0.40845070422535223,0.7999999999999999,0.8481012658227848,0.7499999999999999,0.8260869565217391,1.0,0.657142857142857,0.4999999999999998,0.7966101694915254,1.0,2.0412203288596382,1.4586150226995167,1.9021075263969205,1.252762968495368,0.9415002011748759,0.5802372063802759,1.083204884462829,1.7072584900974352,1,1,1,1,22.11,10.0,38.190000000000005,12.4,16.75,9.2,18.81,9.0,8.25,5.8,14.25,8.2,virginica,2,0.0,0.0,1.0
6.7,3.1,4.7,1.5,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.6666666666666671,0.20000000000000018,0.12676056338028177,0.1333333333333333,0.8481012658227848,0.7045454545454545,0.6811594202898551,0.6,0.657142857142857,0.40909090909090917,0.6271186440677966,0.5833333333333334,2.0412203288596382,1.410986973710262,1.7404661748405046,0.9162907318741551,0.9415002011748759,0.12215520134321593,0.5198181553732855,0.3899294082321305,1,1,1,1,20.77,9.8,31.490000000000002,11.4,10.05,8.2,14.57,7.800000000000001,4.65,4.6,7.050000000000001,6.2,versicolor,1,0.0,1.0,0.0
5.1,3.8,1.9,0.4,1.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,-0.5185185185185188,1.5999999999999996,-0.6619718309859156,-0.6,0.6455696202531644,0.8636363636363635,0.27536231884057966,0.16,0.19999999999999973,0.7272727272727271,0.15254237288135591,0.125,1.8082887711792655,1.5686159179138452,1.0647107369924282,0.33647223662121295,-0.9151969909530633,1.7254422189729275,-1.0576646860774364,-1.0591325818197046,0,1,0,0,19.38,8.899999999999999,9.69,7.0,2.04,5.5,7.22,5.699999999999999,1.52,4.2,0.76,2.3,setosa,0,1.0,0.0,0.0
6.6,3.0,4.4,1.4,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.5925925925925927,0.0,0.042253521126760674,0.06666666666666658,0.8354430379746834,0.6818181818181818,0.6376811594202899,0.5599999999999999,0.6285714285714283,0.36363636363636354,0.576271186440678,0.5416666666666667,2.028148247292285,1.3862943611198906,1.6863989535702288,0.8754687373538999,0.8254566266668791,-0.10688580117531457,0.35080213664642257,0.25819650004559996,1,0,1,1,19.799999999999997,9.6,29.04,11.0,9.239999999999998,8.0,13.200000000000001,7.4,4.199999999999999,4.4,6.16,5.800000000000001,versicolor,1,0.0,1.0,0.0
4.9,2.5,4.5,1.7,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,-0.6666666666666664,-1.0,0.07042253521126762,0.2666666666666666,0.620253164556962,0.5681818181818181,0.6521739130434783,0.6799999999999999,0.14285714285714302,0.13636363636363624,0.5932203389830508,0.6666666666666667,1.7749523509116738,1.252762968495368,1.7047480922384253,0.9932517730102833,-1.1472841399690548,-1.252090813767966,0.4071408095553767,0.6533952246051914,0,0,1,1,12.25,7.4,22.05,9.4,8.33,6.6000000000000005,11.25,7.0,4.25,4.2,7.6499999999999995,6.2,virginica,2,0.0,0.0,1.0
6.3,2.7,4.9,1.8,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.37037037037037046,-0.5999999999999996,0.18309859154929592,0.3333333333333333,0.7974683544303797,0.6136363636363636,0.7101449275362319,0.72,0.5428571428571427,0.2272727272727273,0.6610169491525424,0.7083333333333334,1.9878743481543455,1.308332819650179,1.7749523509116738,1.0296194171811583,0.47732590314289086,-0.7940088087309051,0.6324955011911942,0.785128132791722,1,0,1,1,17.01,9.0,30.87,11.2,11.34,8.1,13.230000000000002,7.6000000000000005,4.86,4.5,8.82,6.7,virginica,2,0.0,0.0,1.0
5.8,2.6,4.0,1.2,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,-0.7999999999999998,-0.07042253521126762,-0.06666666666666672,0.7341772151898733,0.5909090909090908,0.5797101449275363,0.48,0.3999999999999999,0.18181818181818188,0.5084745762711864,0.4583333333333333,1.916922612182061,1.2809338454620642,1.6094379124341003,0.7884573603642702,-0.10289196939708993,-1.0230498112494355,0.12544744501060495,-0.005269316327460931,0,0,0,0,15.08,8.4,23.2,9.8,6.96,7.0,10.4,6.6,3.12,3.8,4.8,5.2,versicolor,1,0.0,1.0,0.0
6.7,3.0,5.2,2.3,4.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,0.6666666666666671,0.0,0.267605633802817,0.6666666666666665,0.8481012658227848,0.6818181818181818,0.7536231884057971,0.9199999999999999,0.657142857142857,0.36363636363636354,0.711864406779661,0.9166666666666666,2.0412203288596382,1.3862943611198906,1.824549292051046,1.1939224684724346,0.9415002011748759,-0.10688580117531457,0.8015115199180572,1.443792673724374,1,0,1,1,20.1,9.7,34.84,11.9,15.409999999999998,9.0,15.600000000000001,8.2,6.8999999999999995,5.3,11.959999999999999,7.5,virginica,2,0.0,0.0,1.0
7.7,3.8,6.7,2.2,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.407407407407408,1.5999999999999996,0.6901408450704227,0.6000000000000001,0.9746835443037974,0.8636363636363635,0.9710144927536232,0.8800000000000001,0.9428571428571426,0.7272727272727271,0.9661016949152543,0.8750000000000001,2.1633230256605382,1.5686159179138452,2.0412203288596382,1.1631508098056809,2.1019359462548373,1.7254422189729275,1.6465916135523724,1.312059765537844,1,1,1,1,29.259999999999998,11.5,51.59,14.4,16.94,9.9,25.46,10.5,8.36,6.0,14.740000000000002,8.9,virginica,2,0.0,0.0,1.0
6.8,3.0,5.5,2.1,4.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,0.7407407407407409,0.0,0.3521126760563381,0.5333333333333333,0.860759493670886,0.6818181818181818,0.7971014492753623,0.8400000000000001,0.6857142857142855,0.36363636363636354,0.7627118644067796,0.8333333333333335,2.0541237336955462,1.3862943611198906,1.8718021769015913,1.1314021114911006,1.0575437756828716,-0.10688580117531457,0.9705275386449201,1.1803268573513135,1,0,1,1,20.4,9.8,37.4,12.3,14.28,8.9,16.5,8.5,6.300000000000001,5.1,11.55,7.6,virginica,2,0.0,0.0,1.0
5.7,2.5,5.0,2.0,2.0,0.0,3.0,4.0,1.0,0.0,3.0,3.0,-0.07407407407407383,-1.0,0.21126760563380284,0.4666666666666666,0.7215189873417721,0.5681818181818181,0.7246376811594203,0.8,0.37142857142857144,0.13636363636363624,0.6779661016949152,0.7916666666666667,1.9021075263969205,1.252762968495368,1.791759469228055,1.0986122886681098,-0.21893554390508568,-1.252090813767966,0.6888341741001485,1.0485939491647829,0,0,1,1,14.25,8.2,28.5,10.7,11.4,7.7,12.5,7.5,5.0,4.5,10.0,7.0,virginica,2,0.0,0.0,1.0
5.7,2.8,4.1,1.3,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,-0.07407407407407383,-0.40000000000000036,-0.042253521126760674,0.0,0.7215189873417721,0.6363636363636362,0.5942028985507245,0.52,0.37142857142857144,0.2727272727272727,0.5254237288135593,0.5000000000000001,1.9021075263969205,1.33500106673234,1.62924053973028,0.832909122935104,-0.21893554390508568,-0.5649678062123756,0.18178611791955912,0.12646359185906966,0,0,0,0,15.959999999999999,8.5,23.369999999999997,9.8,7.41,7.0,11.479999999999999,6.8999999999999995,3.6399999999999997,4.1,5.33,5.3999999999999995,versicolor,1,0.0,1.0,0.0
